company_name,website,sector,contact_name,email,phone,linkedin,location,employee_count,source,ai_score,ai_reason,tag,google_rating
Pace Pilates & Sports Massage,http://www.pacepilates.co.uk/,Massage Therapy,,,07535 623989,,"13 Birtley Rd, Bramley, Guildford GU5 0JQ",,Google Places,9,Ideal for client-facing massage therapy in a quiet professional space,wellness,,ChIJd6pNpyDbdUgRkc_AjJ3A1eE,Bramley,unit8
Bramley Dental Practice,http://www.bramleydental.co.uk/,Dental,,info@bramleydental.co.uk,01709 700780,,"93-95 Main St, Bramley, Rotherham S66 2SE",9,Google Places,4,Dental practice may require larger space and specialized facilities.,clinic-target,4.7/5 (35 reviews),ChIJoVzSOQJ1eUgRR7JNJzwhmUg,Bramley,unit8
"mydentist, Bramley Shopping Centre, Leeds",https://www.mydentist.co.uk/dentists/practices/bramley-shopping-centre-bramley-leeds?pid=20294&utm_source=google&utm_medium=local&utm_content=20294&utm_campaign=my-business,Dental,,,0113 256 5513,https://uk.linkedin.com/company/mydentistuk,"Bramley Shopping Centre, Units 26-29",,Google Places,4,"Large dental practice in a retail location, not suitable for small professional space.",clinic-target,4/5 (175 reviews),ChIJI8rx6UlfeUgRnIDhJI1uQY4,Bramley,unit8
Xen Smiles,https://www.xensmiles.co.uk/,Cosmetic dentistry,,,0113 257 6026,,"241 Green Hill Rd, Bramley, Leeds LS13 4AJ",,Google Places,9,Suitable for a private dental practice with client-facing needs,clinic-target,4.8/5 (97 reviews),ChIJBfeOXDBfeUgRPWl6j4D6dlo,Bramley,unit8
Burpham Dental Care,,Dental,,,01483 561666,,"1 New Inn Ln, Guildford GU4 7HN, UK",,Google Places,8,Suitable as a private dental practice requiring clinical space,clinic-target,4.1/5 (128 reviews),ChIJLarzkx7adUgR_vadd2j4Bis,Bramley,unit8
Bramley Foot Clinic,https://bramleyfootclinic.co.uk/,Massage Therapy,,,01709 847664,,"105 Belvedere Parade, Bramley, Rotherham S66 3RR",,Google Places,8,"Massage therapy requires a quiet, professional space for client interactions.",wellness,5/5 (39 reviews),ChIJ-6VoW4R1eUgR8g7CJVzdZMc,Bramley,unit8
𝐓𝐇𝐄 𝐅𝐎𝐎𝐓 𝐂𝐄𝐍𝐓𝐑𝐄 𝐁𝐑𝐀𝐌𝐋𝐄𝐘,http://www.wickersleypodiatry.co.uk/,Massage therapy,,Wickersleypodiatry@aol.com,01709 762212,,"𝟏𝟏𝟎b Main St, Bramley, Rotherham S66 2SF",,Google Places,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,5/5 (104 reviews),ChIJ9yfb3E51eUgRcLmU1zzw79k,Bramley,unit8
Julie Fry,,Health & Wellness,,,01483 892599,,"59 Eastwood Rd, Bramley, Guildford GU5 0DY",,Google Places,6,Wellness-focused but may not require clinical space,wellness,,ChIJKU0o0KHadUgRbnAtwOptMJ4,Bramley,unit8
Big Bear Bespoke Education Ltd,,Education,,,01483 894858,,"Unit 8, Bramley Business Centre, Station Rd",,Google Places,1,Business is likely focused on education rather than client-facing health services.,wellness,4.4/5 (7 reviews),ChIJQ9qfJafadUgRDiI_o4aokH4,Bramley,unit8
Bramley Health,http://www.bramleyhealth.co.uk/,Health & Wellness,,referrals@bramleyhealth.co.uk,020 8768 8050,https://www.linkedin.com/company/glen-care/,"London, Croydon CR0 6XE, UK",,Google Places,6,Potentially suitable but may outgrow the space due to larger practice size,wellness,3.7/5 (9 reviews),ChIJW2e08moBdkgRtJHJZnJL_CQ,Bramley,unit8
Pilates 4 Everyone,https://www.pilates4everyone.co.uk/,Pilates Studio,,,07467 222484,,"Wonersh, Guildford GU5 0PU, UK",12,Google Places,6,Medium suitability due to being a larger practice that may outgrow the space.,wellness,5/5 (17 reviews),ChIJY_OZ2ETbdUgRDNpEDg9cm5o,Bramley,unit8
Julee Yoga,http://www.juleeyoga.com/,Yoga Studio,,,,,"Chilworth, Guildford GU4 8LZ, UK",,Google Places,7,Suitable for small group classes in a quiet space,wellness,5/5 (16 reviews),ChIJO6GvKmDh2UcRcvVUZ9EyJYQ,Bramley,unit8
Tamara T Yoga,http://www.tamaratyoga.com/,Yoga,,,07824 993222,,"West Horsley, Guildford KT24 6JS, UK",,Google Places,7,Yoga studio fits well in a professional space for client-facing wellness practices.,wellness,5/5 (5 reviews),ChIJV-cS4q3edUgRbgbwXfd4oVE,Bramley,unit8
StrengthWorks,https://strengthworks.uk/,Health & Wellness,,,01483 898836,,"Unit 1/1a, Bramley Business Centre, Bramley",,Google Places,5,"Currently home-based and looking to upgrade, but may outgrow the space.",wellness,5/5 (57 reviews),ChIJZSUie0bbdUgR9F0BEhA9WSY,Bramley,unit8
Kneads,http://www.kneads.co.uk/,Massage Therapy,,,07444 783457,,"Farncombe, Godalming GU7 3QZ, UK",,Google Places,9,Ideal for client-facing massage therapy in a professional setting,wellness,5/5 (16 reviews),ChIJyeVuhx_RdUgRT6SOZYhJJ7M,Godalming,unit8
"Prof. Adam Frampton - PhD FRCS - Surgeon (General, Hernia, Gallbladder, Robotic & HPB Surgery) in Guildford, Surrey & London",https://adamframpton.co.uk/,Health Clinic,,,07919 198778,,"Stirling Rd, Guildford GU2 7RF, UK",,Google Places,8,Suitable for client-facing health practice with a focus on surgical consultations,clinic-target,5/5 (68 reviews),ChIJg6u4U47RdUgRoaRRxVm2FrA,Guildford,unit8
Ear Wax Removal - Farnham,https://earwaxremovalclinic.co.uk/?utm_source=Organic&utm_medium=GMB_Listing_Farnham&utm_id=Google,Ear Wax Removal,,,01932 344004,,"72 Castle St, Farnham GU9 7LP, UK",,Google Places,8,Specialized health service requiring a clinical space for client consultations.,clinic-target,4.9/5 (47 reviews),ChIJBZi0qm0tdEgRWZm1Nax-N5k,Farnham,unit8
"Helen Drysdale, Counsellor and Psychotherapist MBACP (Accred)",http://www.sentiencecounselling.co.uk/,Mental Health,,,07501 418598,,"23 East St, Farnham GU9 7SD, UK",,Google Places,9,"Counsellor and psychotherapist, suitable for client-facing health practices",wellness,,ChIJd_0C0astdEgRzD9Tai7D26U,Farnham,unit8
Entire Health,http://www.entirehealth.co.uk/,Health & Wellness,,info@entirehealth.co.uk,01252 918889,,"34 Chestnut Grove, Fleet GU51 3LW, UK",,Google Places,6,Wellness-focused but may be larger than suitable for Unit 8,wellness,5/5 (16 reviews),ChIJ_z6fiHYrdEgRd20661_TOJQ,Farnham,unit8
The Optical Studio - Haslemere,http://www.theopticalstudio.com/,Optometry,,dorking@theopticalstudio.com,01428 652512,,"West St, Haslemere GU27 2AD, UK",,Google Places,5,Health clinic but may require more space for equipment and patient flow.,clinic-target,5/5 (143 reviews),ChIJY7nuqmTLdUgRNCqMntCJS5o,Haslemere,unit8
Connected Heart Therapy,http://www.connectedheart.co.uk/,Massage Therapy,,,07983 070074,,"Ifold, Billingshurst RH14 0TA, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (13 reviews),ChIJaR4xisDPdUgRUXGqCMrpECE,Cranleigh,unit8
Hannah Schellander Hypnotherapy and Trauma Therapy,http://www.hannahschellander.com/,Hypnotherapy and Trauma Therapy,,,07846 508117,,"173 High St, Dorking RH4 1AD, UK",,Google Places,9,Suitable for client-facing therapeutic practices in a quiet space.,wellness,5/5 (26 reviews),ChIJNdYtQBvndUgR_XbAAHIUOCM,Cranleigh,unit8
Julie Stewart Nutrition,https://juliestewartnutrition.com/,Nutrition,,,07932 952423,https://www.linkedin.com/in/julie-stewart-mapharmt-ntdip-41241139,"8A Oakhill Rd, Horsham RH13 5SB, UK",,Google Places,6,Currently home-based looking to upgrade,wellness,5/5 (26 reviews),ChIJo-8GCFrrdUgReKZrZ2w_eVM,Cranleigh,unit8
Merrow Park Dental Practice,https://www.merrowparkdental.co.uk/,Cosmetic dentistry,,,01483 571816,,"1 Kingfisher Ct, Guildford GU4 7EW, UK",,Google Places,8,Private dental practice suitable for client-facing health services,clinic-target,4.5/5 (38 reviews),ChIJEeEANjvadUgRD-nOQ3OzoNo,Shalford,unit8
Psychiatrist For Children,https://psychiatristforchildren.co.uk/,Mental Health Clinic,,,07496 345968,,"Mill Ln, Guildford GU1 3TZ, UK",,Google Places,9,Suitable for client-facing mental health practice in a quiet space,clinic-target,5/5 (12 reviews),ChIJrXBht7ax7EcRXVzmzZF850Y,Shalford,unit8
Total Health West Berkshire,https://totalhealthwestberks.co.uk/,Physiotherapy,,,01635 791301,,"Turnpike Rd, Thatcham RG18 3AP, UK",,Google Places,9,"Physiotherapy requires clinical space, making it highly suitable for Unit 8.",clinic-target,4.7/5 (45 reviews),ChIJLTMsP2SmdkgR8pYWMwNfGOA,Compton,unit8
Bookham Podiatry Clinic,http://www.bookhampodiatry.co.uk/,Podiatry,,bookhampodiatry@gmail.com,01372 454583,,"Fetcham, Leatherhead KT22 9PY, UK",,Google Places,9,Podiatry clinics require clinical space for patient consultations and treatments.,clinic-target,4.4/5 (16 reviews),ChIJVed9rKDgdUgRAdJ15hrTQcU,Compton,unit8
Tailored Footcare,http://www.tailoredfootcare.co.uk/,Health Clinic,,,01372 613015,,"Great Bookham, Leatherhead KT23 3DT, UK",,Google Places,8,Health clinic suitable for client-facing services in a professional space,clinic-target,5/5 (4 reviews),ChIJq5SoU7zfdUgRSkNTCSbl_s8,Compton,unit8
Foot Mechanix Podiatry,http://www.footmechanix.co.uk/,Podiatry,,,01932 353568,,"8 High St, Cobham KT11 3DY, UK",,Google Places,9,Podiatry requires a clinical space for patient consultations and treatments.,clinic-target,4.9/5 (19 reviews),ChIJv_hkFIXYdUgRcSeHZFA__yc,Compton,unit8
Epsom Downs Clinic,http://www.epsomdownsclinic.com/,Health Clinic,,,01737 353660,,"128 Great Tattenhams, Epsom KT18 5SE, UK",,Google Places,9,Health clinic suitable for client-facing health practices,clinic-target,5/5 (6 reviews),ChIJe2Fz81XidUgR_c0xuV9rxB0,Compton,unit8
Footcare for life,http://www.footcare4life.co.uk/,Massage Therapy,,,07912 948161,,"Great Bookham, Leatherhead KT23 4DH, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,5/5 (2 reviews),ChIJrfB6ZvbedUgRDxpXiSqhF5A,Compton,unit8
The Podiatry & Foot Care Clinic,https://www.thepodiatryandfootcareclinic.co.uk/,Podiatry,,,07739 415238,,"5 Dower Ave, Wallington SM6 0RG, UK",,Google Places,9,Requires clinical space for client consultations and treatments.,clinic-target,5/5 (6 reviews),ChIJBTDVJIAHdkgRu4YtBxNGQn8,Compton,unit8
Surrey & Borders Partnership NHS Foundation Trust,,NHS Health Services,,,0300 555 5222,,"St Matthew's Rd, Redhill RH1 1TA, UK",,Google Places,1,NHS public sector clinic not suitable for small professional space,clinic-target,1/5 (1 reviews),ChIJF291VTj7dUgRpNBRx9uvZzI,Compton,unit8
Solutions Counselling,http://www.solutionscounselling.co.uk/,Counselling,,,07782 247661,,"Queens Rd, Liphook GU30 7PF, UK",,Google Places,9,Suitable for client-facing therapeutic practices,wellness,5/5 (13 reviews),ChIJR_ucMqE2dEgR42fgajjTK_I,Compton,unit8
Reform Pilates,https://www.pilates-by-pauline.com/,Pilates,,,07769 227095,,"Normandy, Guildford GU3 2HZ, UK",,Google Places,7,Small pilates studio fits well in a professional space,wellness,5/5 (20 reviews),ChIJW9oFsFrTdUgR34NwRjiBGj0,Compton,unit8
Surrey Centre for Natural Health,http://www.surreycentrefornaturalhealth.com/,Holistic Health,,,020 8397 8629,,"9A Mansfield Rd, Chessington KT9 2PJ, UK",,Google Places,8,Suitable for holistic health practices and wellness services,wellness,5/5 (8 reviews),ChIJIVc-42sKdkgRFxfc96JE2aQ,Compton,unit8
The Vitality Clinic,http://thevitalityclinic.co.uk/,Health & Wellness,,%20info@thevitalityclinic.co.uk,020 7459 4622,https://www.linkedin.com/in/sharief-ibrahim/,"41 Thames St, Weybridge KT13 8JG, UK",,Google Places,9,"The Vitality Clinic focuses on health and wellness, making it suitable for client-facing practices in a professional space.",wellness,5/5 (34 reviews),ChIJNzh_oVx1dkgRtl1WJ_4_6YY,Compton,unit8
Therapy Directory,https://www.therapy-directory.org.uk/,Physiotherapy,,,0333 325 2505,https://www.linkedin.com/company/therapy-directory,"Riverside Way, Camberley GU15 3YL, UK",,Google Places,9,Physiotherapy requires a clinical space for client treatment.,clinic-target,4.8/5 (13 reviews),ChIJxwPrOrgqdEgRUvbcQh2c39Q,Compton,unit8
Hypnotherapy Directory,https://www.hypnotherapy-directory.org.uk/,Hypnotherapy,,,0333 325 2502,https://www.linkedin.com/company/hypnotherapy-directory,"Riverside Way, Camberley GU15 3YL, UK",,Google Places,7,Hypnotherapy is a client-facing wellness practice that fits well in a professional space.,wellness,4.9/5 (24 reviews),ChIJqRh9MVErdEgRMjuZph4TQX8,Compton,unit8
Riverside Therapy,http://www.riversidetherapy.co.uk/,Therapy,,,07977 556675,,"Wraysbury, Staines TW19 6HG, UK",,Google Places,9,"Riverside Therapy provides therapeutic services, making them highly suitable for a client-facing health/wellness practice.",wellness,5/5 (29 reviews),ChIJyzEs1E5xdkgRegm8FSOjAeg,Compton,unit8
StaceyPritchard-Hypnotherapy,http://wwwstaceypritchard-hypnotherapy.com/,Hypnotherapy,,,07828 103087,,"30 The Gallop, Yateley GU46 7SG, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (3 reviews),ChIJu1h5wxGBdkgRycYfNcJOS_0,Compton,unit8
Tracy Stone Limitless Potential UK,https://www.limitlesspotential.co.uk/,Health & Wellness,,tracy@limitlesspotential.co.uk,07828 042204,,"Finchampstead, Wokingham RG40 2DT, UK",,Google Places,6,"Wellness-focused business, likely suitable for client-facing services but may not require clinical space.",wellness,5/5 (9 reviews),ChIJn4yc27-BdkgRHknhTrryiH8,Compton,unit8
Corpus Mentis Clinical Hypnotherapy,https://www.corpus-mentis-clinical-hypnotherapy.co.uk/,Clinical Hypnotherapy,,,07888 679650,,"31 Castle St, Reading RG1 7SB, UK",,Google Places,9,"Clinical hypnotherapy requires a quiet, professional space for client sessions.",wellness,5/5 (4 reviews),ChIJkRbnyASbdkgRUR5GdzSSYMQ,Compton,unit8
Transform Your Life Today – RTT® & Hypnotherapy | Reading,https://www.transformyourlifetoday.co.uk/,Hypnotherapy,,nerissa@transformyourlifetoday.co.uk,,,"6b Church St, Reading RG1 2SB, UK",50,Google Places,5,Currently a larger practice that may outgrow the space,wellness,5/5 (8 reviews),ChIJibOZI5abdkgRDXQA5PB5rbg,Compton,unit8
Newbury Hypnotherapy,http://www.newburyhypnotherapy.co.uk/,Hypnotherapy,,,07793 497963,,"London Rd, Newbury RG14 2BA, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (77 reviews),ChIJOfl2shemdkgRcreDQzFmUeo,Compton,unit8
"The Excel Practice - Reading, Berkshire Hypnotherapy",https://theexcelpractice.com/,Hypnotherapy,,,07807 540142,,"6b Church St, Reading RG1 2SB, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional space.,wellness,5/5 (56 reviews),ChIJ6b6sKD6bdkgR978mRYfcS5w,Compton,unit8
Mid Surrey Hypnotherapy,https://www.hypno-surrey.com/,Hypnotherapy,,,07527 420151,,"Great Bookham, Leatherhead KT23 3AU, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional space.,wellness,5/5 (4 reviews),ChIJ-WdUbD3edUgRnSwdWpTTaZ8,Compton,unit8
Pear Tree Hypnotherapy,https://www.peartreehypnotherapy.co.uk/,Hypnotherapy,,,07950 022500,,"Kings Ln, Windlesham GU20 6HR, UK",,Google Places,9,Suitable for client-facing health and wellness practices in a quiet space.,wellness,5/5 (1 reviews),ChIJnYibecN5dkgRGMLAxsnOJZU,Compton,unit8
Theresa Carter Hypnotherapy,http://www.tchypnotherapy.co.uk/,Hypnotherapy,,,07808 218871,,"Scours Ln, Reading RG30 6AY, UK",,Google Places,9,Suitable for client-facing health/wellness practices in a quiet space.,wellness,5/5 (15 reviews),ChIJj2vhy2OZdkgRM1_xIg_3F2Y,Compton,unit8
Strength Of Mind,,Health & Wellness,,,0118 983 6616,,"Burghfield Common, Reading RG7 3YJ, UK",,Google Places,5,Currently home-based looking to upgrade,wellness,5/5 (1 reviews),ChIJe1DzXZGedkgRjSl2UV2pHvM,Compton,unit8
Hypnotherapy Bracknell,http://www.hypnotherapybracknell.co.uk/,Hypnotherapy,,,07547 193555,,"Winkfield Row, Bracknell RG12 0XQ, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (39 reviews),ChIJBT-8vAJ-dkgRI6E6l58bCXc,Compton,unit8
Positive Thinking Hypnotherapy,https://www.positivethinkinghypnotherapy.com/,Hypnotherapy,,,07903 807510,,"Caversham, Reading RG4 6LY, UK",,Google Places,8,Hypnotherapy is a client-facing health practice suitable for a professional space.,wellness,5/5 (25 reviews),ChIJmQmpmemadkgRWdnDbDPK_rI,Compton,unit8
robdonnellytherapy,https://www.robdonnellytherapy.com/,Therapy,,,07710 726424,,"Elms Ave, Thatcham RG19 4JT, UK",,Google Places,9,"Rob Donnelly Therapy provides therapeutic services, making it highly suitable for a client-facing health and wellness practice.",wellness,4.9/5 (62 reviews),ChIJkXyVg8CmdkgRnq6y6QLzNHw,Compton,unit8
Resolved! Hypnotherapy Reading,https://www.resolvedhypnotherapy.co.uk/,Hypnotherapy,,,0118 328 0284,,"63 Castle St, Reading RG1 7SN, UK",,Google Places,9,"Hypnotherapy requires a quiet, professional space for client sessions.",wellness,4.9/5 (29 reviews),ChIJo1ZrJj6bdkgRPhPx--d2gxw,Compton,unit8
Hypnotherapy Berkshire,https://www.hypnotherapyberkshire.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16694789005005126772,Hypnotherapy,,,07736 515281,,"Park Way, Newbury RG14 1EE, UK",,Google Places,9,"Hypnotherapy is a client-facing health practice that fits well in a quiet, professional space.",wellness,5/5 (20 reviews),ChIJ10G-WwKndkgR5OuOMVUB7mc,Compton,unit8
Karen Tree Hypnotherapy,http://www.karentreehypnotherapy.co.uk/,Hypnotherapy,,,,,"8 Meyrick Dr, Newbury RG14 6SX, UK",,Google Places,8,Hypnotherapy is a client-facing health practice suitable for a quiet professional space.,wellness,5/5 (5 reviews),ChIJXS0t08WpdkgR6RsrfyPT_ew,Compton,unit8
Clementine Nutrition,http://www.clementinenutrition.co.uk/,Nutrition,,,07966 538734,,"1 Alma Rd, Reigate RH2 0AX, UK",,Google Places,6,Currently home-based looking to upgrade to a professional space,wellness,5/5 (3 reviews),ChIJnwknBREIdkgRYM1VocpcwL4,Compton,unit8
Spriggs Nutrition Ltd,http://www.spriggsnutrition.co.uk/,Nutrition,,,01635 43238,,"London Rd, Newbury RG14 1AX, UK",,Google Places,6,Currently home-based looking to upgrade to a professional space,wellness,5/5 (1 reviews),ChIJrbarRB6mdkgRMF4pKS30H1A,Compton,unit8
Pure NRG Nutrition Ltd,https://www.purenrgnutrition.co.uk/,Nutritionists,,natasha@purenrgnutrition.co.uk,07441 363773,,"Chipstead, Coulsdon CR5 3TE, UK",,Google Places,6,"Wellness coaching and nutrition services fit well in a professional space, but may not fully utilize clinical features.",wellness,5/5 (21 reviews),ChIJlSEweYL9dUgRNx_pLYa_lOg,Compton,unit8
